Source_Image,Object_Type,Confidence,Is_Evidence_Class,Box
1,handbag,0.014301521703600883,True,"[485, 493, 592, 557]"
1,backpack,0.012434015981853008,True,"[931, 244, 1031, 345]"
1,book,0.01203077007085085,True,"[1006, 331, 1068, 367]"
1,backpack,0.01155954971909523,True,"[844, 352, 892, 398]"
1,bottle,0.011491958051919937,True,"[440, 232, 467, 290]"
1,backpack,0.011063319630920887,True,"[913, 243, 1077, 376]"
1,handbag,0.01074608601629734,True,"[856, 311, 889, 346]"
1,backpack,0.010059431195259094,True,"[283, 288, 347, 386]"
1,handbag,0.009790840558707714,True,"[456, 551, 535, 626]"
1,handbag,0.008876093663275242,True,"[539, 213, 575, 253]"
1,cell phone,0.008661651983857155,True,"[811, 459, 884, 535]"
1,cell phone,0.00795360840857029,True,"[556, 370, 578, 421]"
1,handbag,0.007868709973990917,True,"[979, 142, 1176, 345]"
1,handbag,0.007711919490247965,True,"[860, 597, 909, 660]"
1,handbag,0.007279746700078249,True,"[869, 597, 906, 632]"
1,handbag,0.006053977180272341,True,"[632, 219, 671, 390]"
1,cell phone,0.005902254953980446,True,"[733, 210, 750, 229]"
1,pizza,0.005850215908139944,False,"[381, 426, 429, 457]"
1,bottle,0.005823398474603891,True,"[346, 596, 380, 638]"
1,mouse,0.005749619100242853,False,"[856, 312, 889, 346]"
1,chair,0.005553381517529488,False,"[347, 560, 519, 721]"
1,cup,0.005223399959504604,True,"[856, 312, 889, 347]"
1,bottle,0.0043025510385632515,True,"[788, 416, 815, 464]"
1,chair,0.003959093242883682,False,"[406, 564, 583, 723]"
1,cell phone,0.003920880611985922,True,"[512, 515, 544, 546]"
1,handbag,0.0038069598376750946,True,"[511, 515, 544, 547]"
1,cell phone,0.0035539220552891493,True,"[660, 209, 682, 229]"
1,backpack,0.003018438583239913,True,"[650, 212, 751, 278]"
1,cup,0.0027640853077173233,True,"[792, 417, 816, 468]"
1,handbag,0.0027431061025708914,True,"[348, 591, 381, 649]"
1,handbag,0.002471743617206812,True,"[784, 550, 918, 673]"
1,handbag,0.0021112000104039907,True,"[805, 622, 1033, 706]"
1,cup,0.0020759531762450933,True,"[823, 250, 847, 281]"
1,umbrella,0.00191370933316648,False,"[506, 492, 592, 557]"
1,bottle,0.0018915676046162844,True,"[427, 228, 513, 312]"
1,handbag,0.0017198985442519188,True,"[479, 497, 535, 556]"
1,handbag,0.0017102729761973023,True,"[434, 448, 465, 491]"
1,handbag,0.0017005353001877666,True,"[456, 510, 586, 637]"
1,handbag,0.0013245895970612764,True,"[440, 189, 489, 282]"
1,handbag,0.0011728130048140883,True,"[408, 554, 572, 722]"
1,bicycle,0.0010350266238674521,False,"[473, 492, 590, 677]"
